,price
16179,465000
18703,1170000
983,326100
14493,320000
14619,283000
16964,325000
20430,500012
10108,460000
10067,380000
802,422120
13591,150000
2192,760000
2188,467000
6307,367500
4160,240000
15739,485000
6887,763000
7351,849000
4257,489950
19152,348125
15452,235000
2700,220000
17917,319950
5070,435000
15986,345000
20955,193000
19516,484998
3079,370000
5656,487000
11019,851000
7192,235000
19655,299900
2805,401000
18975,140000
13760,1350000
4577,789000
15613,388000
1262,614000
15225,615000
1195,357000
4515,260000
18421,780000
9168,1960000
17430,577500
17145,280000
3103,283200
7851,850000
12773,361550
19473,420000
20898,375000
83,356000
1917,640000
4886,255000
13499,551000
4984,490000
16482,595000
12699,425000
19639,429000
17666,924000
2562,1600000
11416,277700
1412,585444
12723,1150000
18571,285000
13638,403000
19085,148000
8700,590000
16143,465000
6748,815000
11443,366000
11979,329000
1523,405000
12241,325000
12276,480000
19582,328000
3282,725000
10234,225000
21075,359950
21493,377500
5750,720000
8254,329000
10254,2700000
19340,570000
5764,638250
19197,390000
7262,469500
2171,501000
10884,312620
16234,400000
9158,235750
15359,436000
11353,862000
7379,249950
1172,359000
8944,428750
5803,325000
5406,899000
7510,450000
5285,303000
10136,493500
20248,550000
20604,610000
14290,272000
2750,265000
3005,530000
13459,652000
1115,690000
4931,268000
20675,275000
8191,732000
21054,400950
682,609900
8612,355000
20858,689000
16990,965000
11199,427800
10823,945000
15689,250000
16424,410000
19977,295000
12615,435000
17535,419950
17067,664500
7120,314500
17377,525000
12077,423000
1725,264000
16476,1130000
6583,740000
19548,1360000
6858,685000
20336,785000
747,449950
9804,650000
5174,1160000
16718,209950
15136,520000
15781,268300
1422,1400000
20105,399000
293,580000
6662,463000
18744,740000
17029,370000
14582,625000
14070,260000
7685,415000
1388,275000
8903,1910000
19129,655000
15748,550000
8114,285000
10228,735000
8935,399900
15312,470000
2983,765000
15708,890900
12321,162248
19314,824000
11665,255000
11118,725000
11658,675000
267,415000
3633,830000
14597,406000
15828,500000
13891,593777
14334,234000
3662,435000
11920,571000
21098,542300
3480,209950
19419,500000
21019,1050000
3954,1020000
12190,1020000
138,382500
2915,765000
2671,569000
340,485000
6988,221000
89,335000
9391,685000
15499,260000
13898,230000
5840,203000
4520,1240000
14083,740000
9061,255000
4150,435000
2004,276900
3529,548500
12013,432500
12917,290000
20668,922755
11062,420000
4812,310000
19031,290000
13915,485000
21297,539900
10816,515700
16510,710000
7708,340000
21391,460000
4983,875000
17920,637000
16563,461000
11133,605000
19018,770000
13289,700000
8281,480000
19618,580000
5423,844000
10479,460000
5390,411000
6352,239950
668,290000
20267,499950
19633,1040000
2229,426000
7403,410000
5310,635000
4481,728000
10742,433000
13295,270000
2933,380000
16350,650000
17692,327500
4598,535000
5852,200000
6428,279950
11486,455000
2632,530000
7993,249950
1396,542000
3802,95000
15593,700000
15419,1310000
10117,350000
8436,245000
19748,304500
18230,480000
9540,1300000
9143,500000
760,565000
2970,400000
2250,330000
1037,380000
13002,726888
16449,254000
20933,500000
2978,299950
21030,375000
6702,275000
1750,490000
3001,669500
10562,480000
13483,852500
20627,384950
16672,585000
13874,699000
17059,469000
14555,320000
10343,401000
21537,1380000
16469,253000
17779,895000
8294,575000
19937,345000
9844,565000
4965,330000
4500,295500
14971,585000
737,605000
14560,895000
16190,185000
9486,525000
650,220000
21509,579950
3910,357823
4667,375000
18949,450000
12025,430000
6723,600000
7009,725000
4317,485000
6103,555000
13050,315000
19367,211000
9491,875000
21089,598992
117,205425
3626,510000
16836,449950
15409,336750
3630,406500
8636,222200
1821,453250
12828,542000
18946,315000
4475,294000
304,315000
10845,594000
21467,495000
7301,400000
17338,520000
9324,268500
11632,350000
12164,350000
3280,1000000
21455,1050000
18588,560000
19305,279000
3961,364950
19663,785000
4247,1010000
7654,529000
4482,308000
11882,625000
17056,580000
16066,734000
3210,525000
15633,675000
11661,320000
21097,424950
14311,691000
18830,481000
4709,600000
12994,490000
11436,570000
7592,825000
19546,724950
18246,260000
12029,420000
11277,278000
11733,869900
21539,465000
5251,658000
258,255000
8950,894000
15520,388000
21131,749995
5855,641200
19160,205950
162,900000
10533,184500
18315,1270000
2583,387000
17608,315000
12485,660000
5392,823000
12555,417000
1716,360000
5443,300000
17708,559900
8933,410000
24,329000
15612,375000
1683,700000
2839,515000
1238,645000
2749,352000
9999,418000
20528,850000
13570,520000
10231,485000
16744,450000
10872,559950
6812,320000
20896,311850
1050,850000
15479,320000
18306,579950
7866,267500
15173,340000
11073,344950
1624,192000
18113,292000
16343,295000
19953,500000
15507,431000
21194,1030000
3827,414250
1592,1050000
21202,369500
11706,1370000
8613,381000
18296,250000
19477,330000
16102,427000
17178,450000
16852,300000
2006,1020000
8258,224000
1768,299000
13326,585000
7298,348000
19541,334000
4312,834500
5328,279000
16275,260000
16187,1290000
16428,667400
8825,500000
2348,588000
20335,659950
14664,390000
1471,519500
3046,479000
12631,520000
9816,372000
16152,314000
962,210000
10042,249900
4053,363000
3490,150000
8874,269000
19973,1040000
17108,342000
14151,750000
752,447000
5080,475000
21092,380950
8384,330000
4843,719000
13803,600000
13227,429000
10185,471000
20881,850000
8590,205000
12366,549900
1267,302495
14093,405000
13815,257000
4292,1160000
7188,630000
2139,1700000
13929,348000
4093,599999
13763,364000
5995,330000
477,438924
10480,938000
16616,187000
11751,590000
5089,395000
14639,625000
14666,470000
12905,350000
12740,344500
17945,455000
15832,518000
14109,420000
10846,500000
20737,1080000
14441,400000
13179,1610000
13202,370000
20224,749000
14061,235000
16231,300000
10737,287000
1145,510000
6526,870000
17457,485000
7142,605000
7536,411000
2649,259000
9394,529950
12319,325000
230,655000
18856,255500
11644,434000
19910,380000
2253,1340000
940,315000
9218,585000
13625,765000
17194,420000
3338,437500
4342,230000
13939,990000
2911,240000
1946,930000
2686,385195
3628,525000
17030,360000
17561,325000
9042,952000
16122,323000
15455,453500
116,518500
10357,750000
10092,324500
9550,400000
13513,477000
18546,382000
4477,360000
8832,298000
11880,402000
9413,246000
17714,455000
11874,975000
824,431000
20867,765000
10920,360000
8630,530000
810,345000
9163,569999
18068,380000
4853,147500
3597,248000
9510,480000
12602,456200
11402,394000
20311,3000000
665,331000
7905,616000
13629,469900
9784,325000
3174,389000
20464,540000
770,429900
14384,450000
519,890000
6897,505000
15169,2200000
8699,434500
7131,222000
4708,572500
20819,329995
15703,440000
16943,218000
10651,730000
5147,370000
9792,240000
2414,335000
21374,325000
3779,411000
10745,440000
18510,465000
9267,1680000
7972,630000
9696,449000
1008,280300
16254,730000
14176,299000
18172,368000
3073,549950
16572,455000
12851,240000
19700,505000
18117,382880
6727,319000
19204,229500
19298,355000
18666,300000
5689,294010
18558,240000
15472,480000
6971,648000
21521,332000
18934,313500
7034,667000
17751,530000
17064,845000
9639,430000
14473,290000
14131,225000
303,208633
12391,660000
18381,325000
9003,603500
20306,385000
8510,265000
13046,565000
1121,975000
1081,515000
12930,475000
19271,300000
11842,870300
10516,1700000
3237,230000
4090,845000
5270,307000
18967,950000
19881,1330000
12210,250000
21063,425000
17857,335000
21548,422000
16505,304000
11931,250000
15863,435000
8127,425000
14195,913888
1843,580000
2533,358000
11567,460000
11775,240000
2930,1010000
2407,1020000
10824,608700
13608,310000
14272,660000
3028,770000
12754,450000
20555,1300000
14873,750000
12477,230500
7831,299950
19468,185000
20476,292000
121,391500
9732,485000
1397,465000
18602,483000
10701,575000
2513,608000
9669,315000
20529,390500
19351,225000
7893,183000
353,437500
11902,900000
7752,224950
4291,537000
7247,7700000
1560,434500
936,299995
1855,339000
1973,420000
6983,515000
8614,564000
4684,205000
12706,455000
2157,665000
11539,491234
17471,363000
13518,3170000
10486,347500
15425,381500
20391,499000
12114,555000
19537,255000
8751,733000
2328,445000
611,650000
1458,755000
18259,238000
7727,299800
150,532170
3768,449900
21107,595500
9525,275000
7495,614905
15345,350000
6671,323000
3817,445000
4612,407500
1611,454000
5502,532500
5152,515000
684,400000
5135,700000
20094,939000
8141,865000
901,839900
8166,285950
8911,290000
12705,425000
18065,390000
3112,775000
8184,297000
2479,432500
2037,250000
11714,622000
7730,324950
10538,327000
20062,329900
4541,603000
19569,820000
8581,955000
12151,601500
4098,634800
7872,360000
1819,275000
13419,415000
3540,335000
1108,367000
6382,350000
7118,519900
19883,545000
19259,1800000
10116,700000
7415,275500
3418,465000
9629,574500
5450,890000
2335,328000
2117,852000
20392,359950
13926,372000
20861,639983
19126,335000
645,240000
17655,550000
4967,239000
18169,262500
16181,1820000
15279,340000
2344,495000
5194,813000
19880,472000
12658,227000
17583,406500
96,247500
11008,710000
18841,440000
3824,775000
4335,380000
12203,375000
6315,402000
16484,542500
19689,319900
2639,739000
8314,500000
21426,440000
6906,596000
11782,350000
7653,500000
3404,756000
19391,513000
1379,505000
15073,370000
3990,810000
17283,600000
16546,350000
11047,325000
18955,1160000
17401,630100
18671,360000
20469,465000
12246,605000
2844,1400000
18805,555000
1641,450000
10659,541000
13547,311000
20962,705000
1098,151000
10915,305000
4264,585000
1303,275000
10417,447000
7028,365000
17258,274950
2652,1000000
3955,1150000
13957,3400000
4006,559950
13182,470000
2833,675500
188,615000
14855,394500
3205,637250
3909,965000
19509,240000
19718,220000
3067,365000
11847,154500
4957,525000
18008,315000
143,420000
9964,290000
18046,244000
5725,837500
395,330000
12000,750000
13833,550000
10436,240000
14277,665000
160,255000
18680,250000
10594,244615
5142,432000
13463,257000
20960,950000
176,399950
10588,580000
3143,580000
2553,265000
1255,265000
18985,270000
12032,312500
5588,510000
13712,1160000
17125,1780000
251,455000
426,310000
1636,440000
12939,329950
1135,400000
12543,312000
9200,425000
11494,650000
15324,734500
21431,531155
2042,219950
1494,495000
19210,338000
8898,840000
11738,495000
8888,875000
20293,665000
17524,179900
6658,193000
798,470000
6324,372000
13698,670000
16725,365000
5684,265000
18531,625000
4591,850000
10727,455000
4367,490000
15873,449000
5864,490000
20919,1550000
12038,215000
11536,357500
2233,608000
11030,449000
18339,273148
12853,215150
19957,988500
20477,576000
15416,404000
846,664000
186,269000
20543,258800
4092,265000
7950,299950
18864,232603
2009,272000
21,2000000
16813,2500000
10719,360000
20723,441000
11600,705000
21020,810000
2925,265000
2023,475000
10544,370000
14867,915000
9961,290000
11713,465000
9952,440000
5323,478000
1079,208000
19587,235000
4999,699000
8099,444950
5371,244000
15777,572000
18569,450000
14427,269950
2902,675000
925,288400
14770,410000
13640,350000
16660,496000
1476,652100
16807,505000
17778,296500
2754,410000
16750,449400
5293,560000
10764,409950
17006,625000
7453,1300000
3758,1910000
5965,253000
9584,325000
11982,897500
18501,245000
3533,430000
14930,265000
13847,550000
3907,408500
2753,866059
10276,562000
4453,790000
20910,400000
4869,369500
18281,420000
10074,650000
4198,606000
5939,554000
5732,600000
8690,700000
16276,585000
11120,625000
3178,850000
11627,254000
17532,415000
15320,345000
13725,1020000
5095,1150000
2168,765000
3571,230000
704,130000
16036,361810
13589,654500
16009,396500
1202,510000
7754,721000
16719,468000
19264,365000
564,638700
955,700000
21223,800000
16598,270000
9150,665000
18064,427000
12976,242500
6970,275000
7426,575000
19658,460000
101,555000
15183,157500
8990,790000
4924,1050000
4956,1000000
9205,205000
6229,2200000
15256,300000
9361,950000
17224,219000
7998,860000
12411,580000
8042,1200000
16080,200000
19415,193000
13408,1140000
1342,274500
9206,315000
16797,449000
1651,231500
751,950000
21159,880000
20389,160797
7615,550000
7069,632000
16492,253000
6634,735000
20740,790000
4669,540000
8604,645000
11917,522500
11606,305000
16213,1200000
11248,3000000
7371,295000
19191,325000
17116,153000
14009,286000
5298,368500
16516,725000
16347,1390000
791,675000
16340,1190000
14328,168500
4631,865000
21359,325000
3818,1580000
1036,415000
12041,385000
1773,210000
10877,390000
6836,320000
19491,518000
3433,279000
9354,429000
16089,637000
17829,159100
657,495000
10496,385000
10887,735000
11970,685650
15036,274000
11645,415885
12286,1710000
