,Actual,Predicted
17066,322000,410108.92240832746
8462,207000,346200.16268861294
5973,306000,253975.66005665064
8618,751000,749248.9882401824
4106,198500,212489.27460883558
3247,625000,365985.9119428694
8387,652500,686278.7485827953
15071,320000,359377.08706253767
20226,250000,360467.0328415185
4906,419500,366256.47892968357
19915,440000,407543.12423323095
1190,220000,186375.46826188266
3283,315000,36867.339535817504
14571,525000,692510.576580584
18969,412000,673521.3914331943
19205,589000,552806.8349282593
1589,655000,519498.4698701352
3809,750000,745920.0444577336
5488,200000,436627.49438245595
3435,216000,59892.082358941436
8535,332000,279932.58506426215
706,440000,473699.4701319933
12048,500000,467586.3792694509
5082,240000,302724.6820708811
11035,280000,86657.0760499537
106,460000,469010.9242170006
11343,1160000,1072406.1702996641
9005,259875,227697.11350758374
12283,550000,540151.1974967271
15740,540000,1088443.8429476172
15055,340000,188686.16425350308
7977,520000,412685.7969185859
13482,1650000,1140083.0332866907
5529,530000,398750.9185708016
21462,433000,447996.77301867306
18297,625000,530006.3063072413
7080,318200,234152.9154843539
9643,280000,320993.51734033227
10251,625000,670730.4620390385
17482,959750,967993.8232517391
9295,560000,526699.2805477232
11132,392500,473682.87108150125
9208,1100000,1121142.022499159
2996,896000,856331.554137826
2301,322500,314832.5361818522
17073,250000,409119.5061503947
10571,350000,393291.3683873862
17410,302000,281758.1312907338
1921,230000,375430.5052727908
21398,334950,279552.5694010556
7083,240000,182971.5801909864
11370,1170000,766451.6844397932
16495,225000,198277.4288148731
1251,399000,605654.1857821196
15216,603000,635514.0951032937
16786,529000,511518.73244446516
14232,740000,1084186.5122738928
14829,1070000,1066652.4841771126
16287,1060000,1189995.4450217634
1899,330000,319063.1597145647
18591,815000,355163.01516504586
8501,299800,291871.949188292
19224,306000,503100.1202149391
12698,475200,414262.98520308733
3991,425000,573079.115583688
15962,325000,395595.76571573317
10161,389950,638650.3522214592
10893,729000,637182.9089266658
10850,1250000,1413768.7118478715
21404,750000,775869.8745788634
8033,515000,846678.3765113205
21243,424950,585958.2311246544
17634,540000,416659.2049001157
1224,365000,386663.7654258609
12415,899000,657993.2414872795
6,257500,218888.980253011
9689,315000,72067.99348178506
19309,820000,823878.0430683643
15616,705000,563350.3948019892
19308,478000,557713.6894674748
11390,550000,506432.023011297
1978,210000,148836.2905011773
8295,285000,465238.2745940089
13476,665000,650185.0988114476
16707,387000,366560.85723507404
18202,315000,363377.72059702873
17048,700000,1031861.1340477616
3609,322500,333156.3299354315
1936,840000,744204.4412323385
19181,1000000,862374.9674837887
3847,265000,179614.98150482774
20952,860000,1071560.1783967465
13118,545000,488273.3219448179
4884,275000,322622.0073146075
3323,549900,819669.6256548315
13467,849900,552731.3056700677
9627,290000,267110.1425496787
7166,436500,524877.7698533833
14007,580000,446744.54311208427
3903,1420000,1355885.8534036428
18882,165000,339859.7540143132
6240,545000,396577.6749957204
321,520000,514422.696583122
16372,250000,294073.94835077226
7291,375000,639702.2089038491
11000,350000,552682.6854181141
6135,425000,523065.1616239548
2544,465000,316745.8806710094
14554,380000,661897.9331755787
14722,308500,329739.17761176825
5522,354000,365989.847845152
692,359900,527999.9669134617
6211,364000,493679.3216627985
16450,405000,240785.37676508725
14524,640000,673413.3303583115
20097,320000,355611.8465269506
14650,569500,578304.6084478498
9513,550000,488583.1174377054
5837,435000,357181.19255800545
9485,380000,451879.0967056602
14034,885000,710379.2859556377
5911,575000,837740.5253990293
13145,456000,592454.6994690299
4088,937500,1114047.1993497908
3075,1130000,1047289.3116951287
2275,288350,312628.87830384076
8811,568000,722542.3397063762
17878,440000,560106.5861839205
616,525000,403052.80734176934
2548,276000,442660.37530875206
4383,700000,608199.941239953
9626,230000,213747.411098063
4348,458500,474761.0587672442
14822,397000,439022.75864870846
20066,635000,761993.9401633292
856,265000,252064.8680267483
8589,281000,319533.2075410336
563,863000,1050438.7449192703
8053,361000,592789.0420468152
15564,294000,288477.03679804504
65,317625,802742.8159226179
20796,383000,323680.5600377619
4814,410000,570840.856175527
12091,1600000,1168427.0397072136
7940,237000,309304.089568153
8900,259950,123696.70494681597
20941,419190,396124.34543311596
8783,415000,643204.3573348224
1092,575000,696652.8912201375
3072,728000,711665.9140783697
16062,1220000,908866.241429463
8983,555000,385961.81655958295
7177,568000,377768.7088762373
10517,1570000,1371826.3552793413
16772,350000,315786.20159737766
3971,450000,627046.4259619266
2238,205000,286878.9265089035
15545,439950,453667.29718250036
21389,830000,814370.4420253187
255,592500,760528.6829299033
10650,615000,501363.618573457
14896,740000,1039909.6293097436
3345,641250,903233.3592456281
10863,175000,260605.50379285216
14446,765000,732591.008587271
20378,838000,608458.1354133338
1831,550000,852201.9197643846
10668,300000,306490.75413288176
10776,250000,231136.7214539796
10338,745000,478660.2161349803
19667,1850000,1164984.7140252143
8641,692000,763517.9417694509
1320,455000,406750.7080883533
10833,995000,554597.0896627903
10140,373000,417502.32686565816
19318,399888,445370.4794205725
8406,400000,256580.46777527034
12182,438950,456231.18978215754
10421,570000,645223.3200165629
15197,155000,121934.78518278897
10332,785000,752099.1636003256
20970,343000,398235.0196156651
10349,550000,374885.78215533495
2552,715000,856546.7802978605
20508,572000,651463.6477918327
4122,346500,421064.64535556734
5221,299000,338258.66147212684
14636,1380000,973908.020971775
5440,325000,183715.8809915781
3501,569000,477505.1646608114
17176,502000,545404.2563956529
12724,335000,323735.0183068514
15274,479900,732328.3339894265
18350,542000,844499.1524282098
10138,245000,433458.7432155609
867,457500,387897.25121599436
9528,215000,46104.930282488465
9216,480000,390440.3542496711
9755,299950,411934.7968556881
3136,450000,370839.5721153617
8120,200000,183104.1257699877
19435,450000,212986.3174227178
21042,288000,114264.7849510163
9364,215000,170516.1593748778
16752,450000,687364.4163354039
19741,569900,556201.8844573051
17442,445000,494829.4176337272
20558,467000,465602.04871454835
3525,222000,206261.76116588712
4253,261500,363141.73799316585
20519,250000,156713.51580780745
7218,650000,785414.9175558239
2219,257000,577305.6205776781
20873,355000,377093.7102949172
5215,162500,244702.73280663788
287,405000,456653.14097076654
12084,295000,118930.91852489114
12966,469950,378467.71197126806
11129,825000,805085.4957671762
20581,392000,417084.8547924161
11779,957000,739467.9664211422
10778,475000,568794.0626172125
16529,435000,590625.4853852093
20765,240000,378511.2074315101
20480,399000,402549.3872912973
13690,2340000,1497145.483930543
8819,275000,269984.6081185937
17837,425000,567984.963062793
13224,699000,759252.3890097439
20667,909950,842870.2273565084
4698,1130000,1234262.3758260459
19687,657000,493846.9537612647
9351,356000,383568.8259613216
21556,330000,289431.3232808411
20578,969990,1011769.6339517385
16092,600000,761404.8950683624
17440,287600,334551.13758438826
5567,334000,429284.94244876504
8291,340000,583429.252123028
7429,312500,327522.47388230264
10939,170000,37919.88254389167
4904,815000,892490.4378415793
1105,1130000,934962.3350680321
11870,339950,265612.5823239684
870,642450,568034.3030509949
15135,245000,433372.38859562576
1366,303700,394653.7819482982
16383,361500,356814.49954277277
2984,802000,781783.0672309399
19068,560000,570605.8762604445
14974,635000,1141077.2182136178
9369,600000,431588.6999989748
4294,219000,41027.97661577165
15679,407000,635152.08719185
12756,529100,520387.9420759529
9165,1230000,924901.4423688501
13542,530000,809391.1215162575
22,285000,330406.5071518868
14323,522000,390666.5287219137
7935,760000,443919.34089529514
18107,456000,577941.1048549265
20487,1030000,879672.6900075525
1981,402500,635506.5649449825
12691,425000,359917.0373735279
17097,712000,706954.2524829805
7926,279000,359671.7600926757
18318,494000,468853.61695568264
4230,562000,764516.8967790455
4015,759600,403293.3096601814
4930,672500,665516.2636909485
16935,736500,593164.7708788514
15094,660000,540304.0799820274
3964,576000,444376.6739678383
3613,280000,362304.51819495857
6100,320000,250988.62788642943
17896,400000,405968.0880487412
19051,495000,585505.7253127545
11794,510000,536634.1083766073
771,341500,330241.8735664636
3676,527500,638862.4431507438
15343,572500,739610.288816303
10007,292050,425933.6524899602
8050,450000,420747.0808234811
4280,465000,588668.4510830045
654,337000,144861.10230591893
16135,540000,985986.0770671964
11371,275000,322007.79866981506
7030,3800000,2202515.0178881586
9633,446250,468638.3591707796
13633,327000,351254.2323550284
14433,593000,726247.9551477879
4193,581000,590927.2735751718
4639,295000,444004.6916602999
18374,718500,515265.66787962615
7439,390000,492126.73699992895
5873,449950,702850.0518714637
966,582800,572360.1743461788
6860,615000,705963.8503260016
14139,452100,844750.6757749319
20484,499000,423030.2354643196
17292,390000,414644.38457097113
12096,502000,501200.20177966356
4468,639000,372651.7033842653
17429,541000,409081.41767184436
20496,560000,478758.16311618686
21153,215000,103669.91033235192
13561,682000,955144.7927578986
5950,725995,764098.4860342443
13060,270000,198496.08584080637
10429,690000,608117.5578829348
9828,1730000,1447840.3894300312
12664,562500,526695.972435236
7855,826600,896164.0596089959
19427,324950,565867.516116336
1150,425000,467098.82641865313
21497,480000,646089.5140635818
14789,210000,261453.24196875095
8520,610000,847116.4416261017
17983,1990000,1642191.3459842652
12678,610000,388066.2829604596
14588,557000,442794.0307111144
21090,585000,545144.0722831786
18665,390000,216052.92018030584
19219,205000,148508.14850012958
11840,385000,556047.2263380438
16606,369000,582426.5381850153
12918,305240,389765.4228013903
19926,740000,621374.3304394335
20574,333000,285448.5283204317
16264,300000,228742.0060981512
18460,539000,606025.276903972
20252,625000,490210.43129590154
12183,242000,268040.27540028095
3347,845000,763345.2595934272
14387,700000,642959.2040445656
10582,392000,606263.669391498
14314,750000,714689.2597299814
3672,620000,639847.5743513852
15560,620000,605821.9690237939
19470,2400000,1223352.5764164627
13672,445000,399308.0469311923
19788,545000,756786.6439901441
1728,620000,724664.3045908958
8849,470000,725051.4899544865
12941,246000,317347.686813727
11961,484000,490927.32566940784
17247,506500,542854.6614298224
3976,218000,187782.87952680886
17836,565000,680968.6314511001
8244,320900,242386.1035258472
16075,180000,336068.9580530524
8112,386000,267468.1103154719
2007,463500,398238.24723541737
1416,1180000,1493194.9868201017
12886,312000,412300.34676367044
14562,390000,430242.480773896
12127,575000,806366.7895733416
2088,750000,997665.3045960665
6754,295000,299865.0005322695
8355,354000,393526.3581236303
8797,1000000,1082475.6084632277
2097,521000,654394.4287228584
6921,345000,266133.4925721437
18695,713000,750572.8717409223
21390,353000,351019.3188762963
14897,234999,153011.71014127135
12234,480000,284885.69764491916
17990,969950,853214.0495953411
713,215000,139566.4928434193
8214,688000,658430.3656986207
1699,270000,179241.8240416348
793,249950,146795.84190280735
9071,351000,309845.9728759527
1339,445950,497756.0472753346
17713,575000,529525.4744190574
7996,425000,562840.9394964278
6337,490000,340640.34953571856
11236,255000,254965.02006401122
16268,645000,815387.0077974051
384,1350000,1409133.7629162967
8805,800000,831598.314139694
3148,426000,369318.3565110415
5034,195000,88185.2518723458
3832,889000,832476.6434135288
4836,454000,465744.64969716966
3833,300000,291187.3384421915
6508,1240000,1250151.7151204646
21074,498000,666346.5992908478
17812,339275,405918.220152393
16641,245000,213833.99974179268
1191,173000,295914.8771003634
17726,322000,494317.3504895419
19020,720000,735462.5003088862
14018,389000,343482.33291859925
8378,403000,433613.05612550676
5469,325000,351607.1602792293
7437,550000,521606.98759283125
4079,382450,416626.7174295336
11491,229050,-59709.17266601324
10503,400000,524524.0323416144
15895,339300,310339.3633518368
2137,400000,461811.7952966839
18210,529999,467640.65765476227
7045,239999,325238.34286133945
5457,475000,531864.9069935083
12230,589000,628145.5319379419
2320,739500,990968.3714833856
19300,342000,398920.7657248825
15039,628000,660762.002734378
16849,435000,689515.2348264456
9068,765000,943364.9334080666
15301,190000,368357.86680085957
4694,558000,644382.3960483074
18145,365000,346585.2489910424
19109,250000,25828.560928732157
7243,510000,616584.9523749352
1506,355000,471111.7422220558
